country;year;sex;age;suicides_no;population;suicides/100k pop; gdp_for_year ($) ;gdp_per_capita ($);generation
Antigua and Barbuda;1993;male;15-24 years;0;6069;0;0,5351728;8453;Generation X
Antigua and Barbuda;1993;male;35-54 years;0;6915;0;0,5351728;8453;Boomers
Antigua and Barbuda;1993;male;5-14 years;0;7298;0;0,5351728;8453;Millenials
Antigua and Barbuda;1993;male;55-74 years;0;2879;0;0,5351728;8453;Silent
Antigua and Barbuda;1993;male;75+ years;0;896;0;0,5351728;8453;G.I. Generation
Antigua and Barbuda;1994;female;15-24 years;0;6083;0;0,5894296;9062;Generation X
Antigua and Barbuda;1994;female;25-34 years;0;7151;0;0,5894296;9062;Boomers
Antigua and Barbuda;1994;female;35-54 years;0;7357;0;0,5894296;9062;Boomers
Antigua and Barbuda;1994;female;5-14 years;0;7722;0;0,5894296;9062;Millenials
Antigua and Barbuda;1994;female;55-74 years;0;3715;0;0,5894296;9062;Silent
Antigua and Barbuda;1994;female;75+ years;0;1437;0;0,5894296;9062;G.I. Generation
Antigua and Barbuda;1994;male;15-24 years;0;5976;0;0,5894296;9062;Generation X
Antigua and Barbuda;1994;male;25-34 years;0;6886;0;0,5894296;9062;Boomers
Antigua and Barbuda;1994;male;35-54 years;0;7359;0;0,5894296;9062;Boomers
Antigua and Barbuda;1994;male;5-14 years;0;7494;0;0,5894296;9062;Millenials
Antigua and Barbuda;1994;male;55-74 years;0;2935;0;0,5894296;9062;Silent
Antigua and Barbuda;1994;male;75+ years;0;929;0;0,5894296;9062;G.I. Generation
Antigua and Barbuda;1995;female;15-24 years;0;6099;0;0,5772807;8636;Generation X
Antigua and Barbuda;1995;female;25-34 years;0;7333;0;0,5772807;8636;Generation X
Antigua and Barbuda;1995;female;35-54 years;0;7851;0;0,5772807;8636;Boomers
Antigua and Barbuda;1995;female;5-14 years;0;7885;0;0,5772807;8636;Millenials
Antigua and Barbuda;1995;female;55-74 years;0;3808;0;0,5772807;8636;Silent
Antigua and Barbuda;1995;female;75+ years;0;1488;0;0,5772807;8636;G.I. Generation
Antigua and Barbuda;1995;male;15-24 years;0;5953;0;0,5772807;8636;Generation X
Antigua and Barbuda;1995;male;25-34 years;0;7023;0;0,5772807;8636;Generation X
Antigua and Barbuda;1995;male;35-54 years;0;7809;0;0,5772807;8636;Boomers
Antigua and Barbuda;1995;male;5-14 years;0;7632;0;0,5772807;8636;Millenials
Antigua and Barbuda;1995;male;55-74 years;0;3021;0;0,5772807;8636;Silent
Antigua and Barbuda;1995;male;75+ years;0;944;0;0,5772807;8636;G.I. Generation
Antigua and Barbuda;1998;female;15-24 years;0;6529;0;0,7278606;10078;Generation X
Antigua and Barbuda;1998;female;25-34 years;0;8332;0;0,7278606;10078;Generation X
Antigua and Barbuda;1998;female;35-54 years;0;9615;0;0,7278606;10078;Boomers
Antigua and Barbuda;1998;female;5-14 years;0;8183;0;0,7278606;10078;Millenials
Antigua and Barbuda;1998;female;55-74 years;0;3921;0;0,7278606;10078;Silent
Antigua and Barbuda;1998;female;75+ years;0;1476;0;0,7278606;10078;G.I. Generation
Antigua and Barbuda;1998;male;15-24 years;0;5916;0;0,7278606;10078;Generation X
Antigua and Barbuda;1998;male;25-34 years;0;7294;0;0,7278606;10078;Generation X
Antigua and Barbuda;1998;male;35-54 years;0;9086;0;0,7278606;10078;Boomers
Antigua and Barbuda;1998;male;5-14 years;0;7706;0;0,7278606;10078;Millenials
Antigua and Barbuda;1998;male;55-74 years;0;3213;0;0,7278606;10078;Silent
Antigua and Barbuda;1998;male;75+ years;0;954;0;0,7278606;10078;G.I. Generation
Antigua and Barbuda;1999;female;15-24 years;0;6589;0;0,7661989;10378;Generation X
Antigua and Barbuda;1999;female;25-34 years;0;8526;0;0,7661989;10378;Generation X
Antigua and Barbuda;1999;female;35-54 years;0;10311;0;0,7661989;10378;Boomers
Antigua and Barbuda;1999;female;5-14 years;0;8314;0;0,7661989;10378;Millenials
Antigua and Barbuda;1999;female;55-74 years;0;3968;0;0,7661989;10378;Silent
Antigua and Barbuda;1999;female;75+ years;0;1451;0;0,7661989;10378;G.I. Generation
Antigua and Barbuda;1999;male;15-24 years;0;5845;0;0,7661989;10378;Generation X
Antigua and Barbuda;1999;male;25-34 years;0;7263;0;0,7661989;10378;Generation X
Antigua and Barbuda;1999;male;35-54 years;0;9537;0;0,7661989;10378;Boomers
Antigua and Barbuda;1999;male;5-14 years;0;7805;0;0,7661989;10378;Millenials
Antigua and Barbuda;1999;male;55-74 years;0;3276;0;0,7661989;10378;Silent
Antigua and Barbuda;1999;male;75+ years;0;947;0;0,7661989;10378;G.I. Generation
Antigua and Barbuda;2000;male;55-74 years;1;3333;30;0,8301588;11021;Silent
Antigua and Barbuda;2000;male;35-54 years;1;10033;997;0,8301588;11021;Boomers
Antigua and Barbuda;2000;female;15-24 years;0;6616;0;0,8301588;11021;Generation X
Antigua and Barbuda;2000;female;25-34 years;0;8595;0;0,8301588;11021;Generation X
Antigua and Barbuda;2000;female;35-54 years;0;11040;0;0,8301588;11021;Boomers
Antigua and Barbuda;2000;female;5-14 years;0;8439;0;0,8301588;11021;Millenials
Antigua and Barbuda;2000;female;55-74 years;0;3986;0;0,8301588;11021;Silent
Antigua and Barbuda;2000;female;75+ years;0;1413;0;0,8301588;11021;G.I. Generation
Antigua and Barbuda;2000;male;15-24 years;0;5783;0;0,8301588;11021;Generation X
Antigua and Barbuda;2000;male;25-34 years;0;7177;0;0,8301588;11021;Generation X
Antigua and Barbuda;2000;male;5-14 years;0;7973;0;0,8301588;11021;Millenials
Antigua and Barbuda;2000;male;75+ years;0;938;0;0,8301588;11021;G.I. Generation
Antigua and Barbuda;2001;male;35-54 years;2;10281;1945;0,8007403;10468;Boomers
Antigua and Barbuda;2001;female;15-24 years;0;6902;0;0,8007403;10468;Millenials
Antigua and Barbuda;2001;female;25-34 years;0;8425;0;0,8007403;10468;Generation X
Antigua and Barbuda;2001;female;35-54 years;0;11402;0;0,8007403;10468;Boomers
Antigua and Barbuda;2001;female;5-14 years;0;8428;0;0,8007403;10468;Millenials
Antigua and Barbuda;2001;female;55-74 years;0;4037;0;0,8007403;10468;Silent
Antigua and Barbuda;2001;female;75+ years;0;1487;0;0,8007403;10468;Silent
Antigua and Barbuda;2001;male;15-24 years;0;6084;0;0,8007403;10468;Millenials
Antigua and Barbuda;2001;male;25-34 years;0;7071;0;0,8007403;10468;Generation X
Antigua and Barbuda;2001;male;5-14 years;0;7958;0;0,8007403;10468;Millenials
Antigua and Barbuda;2001;male;55-74 years;0;3442;0;0,8007403;10468;Silent
Antigua and Barbuda;2001;male;75+ years;0;980;0;0,8007403;10468;Silent
Antigua and Barbuda;2002;female;15-24 years;0;7196;0;0,8146153;10499;Millenials
Antigua and Barbuda;2002;female;25-34 years;0;8155;0;0,8146153;10499;Generation X
Antigua and Barbuda;2002;female;35-54 years;0;11760;0;0,8146153;10499;Boomers
Antigua and Barbuda;2002;female;5-14 years;0;8408;0;0,8146153;10499;Millenials
Antigua and Barbuda;2002;female;55-74 years;0;4050;0;0,8146153;10499;Silent
Antigua and Barbuda;2002;female;75+ years;0;1547;0;0,8146153;10499;Silent
Antigua and Barbuda;2002;male;15-24 years;0;6416;0;0,8146153;10499;Millenials
Antigua and Barbuda;2002;male;25-34 years;0;6921;0;0,8146153;10499;Generation X
Antigua and Barbuda;2002;male;35-54 years;0;10604;0;0,8146153;10499;Boomers
Antigua and Barbuda;2002;male;5-14 years;0;7980;0;0,8146153;10499;Millenials
Antigua and Barbuda;2002;male;55-74 years;0;3527;0;0,8146153;10499;Silent
Antigua and Barbuda;2002;male;75+ years;0;1024;0;0,8146153;10499;Silent
Antigua and Barbuda;2003;male;55-74 years;1;3594;2782;0,8556431;10878;Silent
Antigua and Barbuda;2003;female;15-24 years;0;7454;0;0,8556431;10878;Millenials
Antigua and Barbuda;2003;female;25-34 years;0;7831;0;0,8556431;10878;Generation X
Antigua and Barbuda;2003;female;35-54 years;0;12129;0;0,8556431;10878;Boomers
Antigua and Barbuda;2003;female;5-14 years;0;8423;0;0,8556431;10878;Millenials
Antigua and Barbuda;2003;female;55-74 years;0;4054;0;0,8556431;10878;Silent
Antigua and Barbuda;2003;female;75+ years;0;1583;0;0,8556431;10878;Silent
Antigua and Barbuda;2003;male;15-24 years;0;6730;0;0,8556431;10878;Millenials
Antigua and Barbuda;2003;male;25-34 years;0;6734;0;0,8556431;10878;Generation X
Antigua and Barbuda;2003;male;35-54 years;0;10997;0;0,8556431;10878;Boomers
Antigua and Barbuda;2003;male;5-14 years;0;8061;0;0,8556431;10878;Millenials
Antigua and Barbuda;2003;male;75+ years;0;1068;0;0,8556431;10878;Silent
Antigua and Barbuda;2004;male;55-74 years;1;3665;2729;0,9195771;11535;Silent
Antigua and Barbuda;2004;male;35-54 years;1;11406;877;0,9195771;11535;Boomers
Antigua and Barbuda;2004;female;15-24 years;0;7648;0;0,9195771;11535;Millenials
Antigua and Barbuda;2004;female;25-34 years;0;7531;0;0,9195771;11535;Generation X
Antigua and Barbuda;2004;female;35-54 years;0;12492;0;0,9195771;11535;Boomers
Antigua and Barbuda;2004;female;5-14 years;0;8488;0;0,9195771;11535;Millenials
Antigua and Barbuda;2004;female;55-74 years;0;4088;0;0,9195771;11535;Silent
Antigua and Barbuda;2004;female;75+ years;0;1590;0;0,9195771;11535;Silent
Antigua and Barbuda;2004;male;15-24 years;0;6968;0;0,9195771;11535;Millenials
Antigua and Barbuda;2004;male;25-34 years;0;6556;0;0,9195771;11535;Generation X
Antigua and Barbuda;2004;male;5-14 years;0;8196;0;0,9195771;11535;Millenials
Antigua and Barbuda;2004;male;75+ years;0;1094;0;0,9195771;11535;Silent
Antigua and Barbuda;2005;female;15-24 years;0;7780;0;1,0221913;12649;Millenials
Antigua and Barbuda;2005;female;25-34 years;0;7327;0;1,0221913;12649;Generation X
Antigua and Barbuda;2005;female;35-54 years;0;12835;0;1,0221913;12649;Boomers
Antigua and Barbuda;2005;female;5-14 years;0;8584;0;1,0221913;12649;Millenials
Antigua and Barbuda;2005;female;55-74 years;0;4157;0;1,0221913;12649;Silent
Antigua and Barbuda;2005;female;75+ years;0;1575;0;1,0221913;12649;Silent
Antigua and Barbuda;2005;male;15-24 years;0;7113;0;1,0221913;12649;Millenials
Antigua and Barbuda;2005;male;25-34 years;0;6444;0;1,0221913;12649;Generation X
Antigua and Barbuda;2005;male;35-54 years;0;11778;0;1,0221913;12649;Boomers
Antigua and Barbuda;2005;male;5-14 years;0;8358;0;1,0221913;12649;Millenials
Antigua and Barbuda;2005;male;55-74 years;0;3748;0;1,0221913;12649;Silent
Antigua and Barbuda;2005;male;75+ years;0;1110;0;1,0221913;12649;Silent
Antigua and Barbuda;2006;female;15-24 years;0;7902;0;1,1570054;14114;Millenials
Antigua and Barbuda;2006;female;25-34 years;0;7098;0;1,1570054;14114;Generation X
Antigua and Barbuda;2006;female;35-54 years;0;13374;0;1,1570054;14114;Boomers
Antigua and Barbuda;2006;female;5-14 years;0;8571;0;1,1570054;14114;Millenials
Antigua and Barbuda;2006;female;55-74 years;0;4256;0;1,1570054;14114;Silent
Antigua and Barbuda;2006;female;75+ years;0;1573;0;1,1570054;14114;Silent
Antigua and Barbuda;2006;male;15-24 years;0;7239;0;1,1570054;14114;Millenials
Antigua and Barbuda;2006;male;25-34 years;0;6319;0;1,1570054;14114;Generation X
Antigua and Barbuda;2006;male;35-54 years;0;12202;0;1,1570054;14114;Boomers
Antigua and Barbuda;2006;male;5-14 years;0;8485;0;1,1570054;14114;Millenials
Antigua and Barbuda;2006;male;55-74 years;0;3847;0;1,1570054;14114;Silent
Antigua and Barbuda;2006;male;75+ years;0;1107;0;1,1570054;14114;Silent
Antigua and Barbuda;2007;male;35-54 years;1;12530;798;1,3114013;15775;Boomers
Antigua and Barbuda;2007;female;15-24 years;0;8013;0;1,3114013;15775;Millenials
Antigua and Barbuda;2007;female;25-34 years;0;6962;0;1,3114013;15775;Generation X
Antigua and Barbuda;2007;female;35-54 years;0;13860;0;1,3114013;15775;Boomers
Antigua and Barbuda;2007;female;5-14 years;0;8555;0;1,3114013;15775;Generation Z
Antigua and Barbuda;2007;female;55-74 years;0;4400;0;1,3114013;15775;Silent
Antigua and Barbuda;2007;female;75+ years;0;1568;0;1,3114013;15775;Silent
Antigua and Barbuda;2007;male;15-24 years;0;7330;0;1,3114013;15775;Millenials
Antigua and Barbuda;2007;male;25-34 years;0;6267;0;1,3114013;15775;Generation X
Antigua and Barbuda;2007;male;5-14 years;0;8564;0;1,3114013;15775;Generation Z
Antigua and Barbuda;2007;male;55-74 years;0;3988;0;1,3114013;15775;Silent
Antigua and Barbuda;2007;male;75+ years;0;1094;0;1,3114013;15775;Silent
Antigua and Barbuda;2008;female;15-24 years;0;8108;0;1,3684310;16238;Millenials
Antigua and Barbuda;2008;female;25-34 years;0;6910;0;1,3684310;16238;Generation X
Antigua and Barbuda;2008;female;35-54 years;0;14278;0;1,3684310;16238;Boomers
Antigua and Barbuda;2008;female;5-14 years;0;8537;0;1,3684310;16238;Generation Z
Antigua and Barbuda;2008;female;55-74 years;0;4587;0;1,3684310;16238;Silent
Antigua and Barbuda;2008;female;75+ years;0;1567;0;1,3684310;16238;Silent
Antigua and Barbuda;2008;male;15-24 years;0;7404;0;1,3684310;16238;Millenials
Antigua and Barbuda;2008;male;25-34 years;0;6274;0;1,3684310;16238;Generation X
Antigua and Barbuda;2008;male;35-54 years;0;12782;0;1,3684310;16238;Boomers
Antigua and Barbuda;2008;male;5-14 years;0;8599;0;1,3684310;16238;Generation Z
Antigua and Barbuda;2008;male;55-74 years;0;4158;0;1,3684310;16238;Silent
Antigua and Barbuda;2008;male;75+ years;0;1069;0;1,3684310;16238;Silent
Antigua and Barbuda;2009;female;15-24 years;0;8199;0;1,2242530;14335;Millenials
Antigua and Barbuda;2009;female;25-34 years;0;6917;0;1,2242530;14335;Generation X
Antigua and Barbuda;2009;female;35-54 years;0;14629;0;1,2242530;14335;Boomers
Antigua and Barbuda;2009;female;5-14 years;0;8514;0;1,2242530;14335;Generation Z
Antigua and Barbuda;2009;female;55-74 years;0;4793;0;1,2242530;14335;Silent
Antigua and Barbuda;2009;female;75+ years;0;1571;0;1,2242530;14335;Silent
Antigua and Barbuda;2009;male;15-24 years;0;7489;0;1,2242530;14335;Millenials
Antigua and Barbuda;2009;male;25-34 years;0;6325;0;1,2242530;14335;Generation X
Antigua and Barbuda;2009;male;35-54 years;0;12978;0;1,2242530;14335;Boomers
Antigua and Barbuda;2009;male;5-14 years;0;8599;0;1,2242530;14335;Generation Z
Antigua and Barbuda;2009;male;55-74 years;0;4349;0;1,2242530;14335;Silent
Antigua and Barbuda;2009;male;75+ years;0;1042;0;1,2242530;14335;Silent
Antigua and Barbuda;2012;female;15-24 years;0;8435;0;1,2114117;13657;Millenials
Antigua and Barbuda;2012;female;25-34 years;0;7215;0;1,2114117;13657;Millenials
Antigua and Barbuda;2012;female;35-54 years;0;15193;0;1,2114117;13657;Generation X
Antigua and Barbuda;2012;female;5-14 years;0;8401;0;1,2114117;13657;Generation Z
Antigua and Barbuda;2012;female;55-74 years;0;5512;0;1,2114117;13657;Boomers
Antigua and Barbuda;2012;female;75+ years;0;1625;0;1,2114117;13657;Silent
Antigua and Barbuda;2012;male;15-24 years;0;7893;0;1,2114117;13657;Millenials
Antigua and Barbuda;2012;male;25-34 years;0;6629;0;1,2114117;13657;Millenials
Antigua and Barbuda;2012;male;35-54 years;0;13280;0;1,2114117;13657;Generation X
Antigua and Barbuda;2012;male;5-14 years;0;8475;0;1,2114117;13657;Generation Z
Antigua and Barbuda;2012;male;55-74 years;0;4994;0;1,2114117;13657;Boomers
Antigua and Barbuda;2012;male;75+ years;0;1051;0;1,2114117;13657;Silent
Antigua and Barbuda;2013;female;15-24 years;0;8494;0;1,1929254;13287;Millenials
Antigua and Barbuda;2013;female;25-34 years;0;7397;0;1,1929254;13287;Millenials
Antigua and Barbuda;2013;female;35-54 years;0;15236;0;1,1929254;13287;Generation X
Antigua and Barbuda;2013;female;5-14 years;0;8353;0;1,1929254;13287;Generation Z
Antigua and Barbuda;2013;female;55-74 years;0;5787;0;1,1929254;13287;Boomers
Antigua and Barbuda;2013;female;75+ years;0;1652;0;1,1929254;13287;Silent
Antigua and Barbuda;2013;male;15-24 years;0;8061;0;1,1929254;13287;Millenials
Antigua and Barbuda;2013;male;25-34 years;0;6782;0;1,1929254;13287;Millenials
Antigua and Barbuda;2013;male;35-54 years;0;13302;0;1,1929254;13287;Generation X
Antigua and Barbuda;2013;male;5-14 years;0;8405;0;1,1929254;13287;Generation Z
Antigua and Barbuda;2013;male;55-74 years;0;5238;0;1,1929254;13287;Boomers
Antigua and Barbuda;2013;male;75+ years;0;1072;0;1,1929254;13287;Silent
Antigua and Barbuda;2014;female;15-24 years;0;8537;0;1,2801333;14093;Millenials
Antigua and Barbuda;2014;female;25-34 years;0;7578;0;1,2801333;14093;Millenials
Antigua and Barbuda;2014;female;35-54 years;0;15273;0;1,2801333;14093;Generation X
Antigua and Barbuda;2014;female;5-14 years;0;8296;0;1,2801333;14093;Generation Z
Antigua and Barbuda;2014;female;55-74 years;0;6085;0;1,2801333;14093;Boomers
Antigua and Barbuda;2014;female;75+ years;0;1686;0;1,2801333;14093;Silent
Antigua and Barbuda;2014;male;15-24 years;0;8208;0;1,2801333;14093;Millenials
Antigua and Barbuda;2014;male;25-34 years;0;6928;0;1,2801333;14093;Millenials
Antigua and Barbuda;2014;male;35-54 years;0;13325;0;1,2801333;14093;Generation X
Antigua and Barbuda;2014;male;5-14 years;0;8335;0;1,2801333;14093;Generation Z
Antigua and Barbuda;2014;male;55-74 years;0;5503;0;1,2801333;14093;Boomers
Antigua and Barbuda;2014;male;75+ years;0;1083;0;1,2801333;14093;Silent
Antigua and Barbuda;2015;female;55-74 years;1;6403;1562;1,3648630;14853;Boomers
Antigua and Barbuda;2015;female;15-24 years;0;8561;0;1,3648630;14853;Millenials
Antigua and Barbuda;2015;female;25-34 years;0;7740;0;1,3648630;14853;Millenials
Antigua and Barbuda;2015;female;35-54 years;0;15323;0;1,3648630;14853;Generation X
Antigua and Barbuda;2015;female;5-14 years;0;8239;0;1,3648630;14853;Generation Z
Antigua and Barbuda;2015;female;75+ years;0;1724;0;1,3648630;14853;Silent
Antigua and Barbuda;2015;male;15-24 years;0;8331;0;1,3648630;14853;Millenials
Antigua and Barbuda;2015;male;25-34 years;0;7059;0;1,3648630;14853;Millenials
Antigua and Barbuda;2015;male;35-54 years;0;13370;0;1,3648630;14853;Generation X
Antigua and Barbuda;2015;male;5-14 years;0;8268;0;1,3648630;14853;Generation Z
Antigua and Barbuda;2015;male;55-74 years;0;5784;0;1,3648630;14853;Boomers
Antigua and Barbuda;2015;male;75+ years;0;1087;0;1,3648630;14853;Silent
Argentina;1985;male;75+ years;202;363000;5565;88,4166689;3264;G.I. Generation
Argentina;1985;male;55-74 years;485;1997000;2429;88,4166689;3264;G.I. Generation
Argentina;1985;male;35-54 years;414;3346300;1237;88,4166689;3264;Silent
Argentina;1985;female;55-74 years;210;2304000;911;88,4166689;3264;G.I. Generation
Argentina;1985;male;25-34 years;177;2234200;792;88,4166689;3264;Boomers
Argentina;1985;female;75+ years;41;537000;764;88,4166689;3264;G.I. Generation
Argentina;1985;male;15-24 years;156;2415200;646;88,4166689;3264;Generation X
Argentina;1985;female;35-54 years;142;3355300;423;88,4166689;3264;Silent
Argentina;1985;female;25-34 years;65;2185200;297;88,4166689;3264;Boomers
Argentina;1985;female;15-24 years;69;2354200;293;88,4166689;3264;Generation X
Argentina;1985;male;5-14 years;16;3044200;53;88,4166689;3264;Generation X
Argentina;1985;female;5-14 years;11;2955200;37;88,4166689;3264;Generation X
Argentina;1986;male;75+ years;230;365000;6301;110,9340000;4072;G.I. Generation
